Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,State and Province,County,Duration,Native Status,Invasive,Berry/Nut/Seed Product,Palatable Human,Protein Potential
CATUT,,Calopogon tuberosus var. tuberosus,tuberous grasspink,"CAN(MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","AR(Arkansas, Benton, Drew, Franklin, Jefferson, Lonoke, Prairie, Saline, Sebastian)",Perennial,L48(N)CAN(N)SPM(N),,,,
CASE12,,Calylophus serrulatus,yellow sundrops,"CAN(AB, MB, ON, SK), USA(AR, AZ, CO, IA, IL, IN, KS, KY, MI, MN, MO, MT, ND, NE, NM, OK, SD, TX, VT, WI, WY)",AR(Scott),Perennial,L48(N)CAN(N),,,,
CAVI2,,Calyptocarpus vialis,straggler daisy,"USA(AL, AR, AZ, FL, GA, HI, IL, LA, MS, NM, OK, SC, TX, UM)",AR(Pulaski),Perennial,L48(I)HI(I),,,,
CASE13,,Calystegia sepium,hedge false bindweed,"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Baxter, Benton, Boone, Carroll, Craighead, Franklin, Independence, Izard, Jackson, Johnson, Lincoln, Logan, Marion, Poinsett, Polk, Pulaski, Randolph, Searcy, St. Francis, Stone, Washington)",Perennial,"L48(I,N)AK(I)CAN(N)SPM(I)","KY, N'EAST, NE&GP, STATE, SWSS, WSWS",,,
CASEA2,,Calystegia sepium ssp. americana,hedge false bindweed,"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MO, MS, NC, ND, NJ, NY, OH, OK, PA, RI, TN, VA, WV)","AR(Baxter, Benton, Boone, Carroll, Craighead, Franklin, Independence, Izard, Jackson, Johnson, Lincoln, Logan, Marion, Poinsett, Polk, Pulaski, Randolph, Searcy, St. Francis, Stone, Washington)",Perennial,L48(N)CAN(N)SPM(I),,,,
CASI10,,Calystegia silvatica,shortstalk false bindweed,"CAN(SK), USA(AL, AR, CA, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MD, MO, MS, MT, NC, ND, NM, NY, OH, OK, PA, SC, TN, TX, VA, VT, WA, WV)",,Perennial,"L48(I,N)CAN(N)",,,,
CASIF,,Calystegia silvatica ssp. fraterniflora,shortstalk false bindweed,"CAN(SK), USA(AL, AR, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MD, MO, MS, MT, NC, ND, NM, NY, OH, OK, PA, SC, TN, TX, VA, VT, WA, WV)",,Perennial,L48(N)CAN(N),,,,
CAAN2,,Camassia angusta,prairie camas,"USA(AR, IA, IL, IN, KS, LA, MO, MS, OK, TX)","AR(Benton, Logan, Saline, Washington)",Perennial,L48(N),,,,
CASC5,,Camassia scilloides,Atlantic camas,"CAN(ON), USA(AL, AR, DC, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, OH, OK, PA, SC, TN, TX, VA, WI, WV)","AR(Arkansas, Baxter, Benton, Boone, Carroll, Clark, Cleburne, Columbia, Conway, Faulkner, Franklin, Garland, Hempstead, Hot Spring, Howard, Independence, Izard, Lawrence, Little River, Logan, Madison, Marion, Monroe, Montgomery, Newton, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Sebastian, Sharp, Stone, Van Buren, Washington, Yell)",Perennial,L48(N)CAN(N),,No,Yes,
CAMI2,,Camelina microcarpa,littlepod false flax,"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK, YT), USA(AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Benton, Boone, Cleburne, Jefferson, Lawrence, Madison, Marion, Washington)","Biennial, AN",L48(I)CAN(I),"NE&GP, SWSS, WSWS",,,
CAAM18,,Campanulastrum americanum,American bellflower,"CAN(ON), USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, SD, TN, VA, WI, WV)","AR(Baxter, Benton, Boone, Carroll, Cleveland, Conway, Crittenden, Cross, Franklin, Fulton, Garland, Greene, Independence, Izard, Lawrence, Lee, Logan, Madison, Marion, Monroe, Montgomery, Newton, Phillips, Pike, Poinsett, Polk, Pope, Randolph, Saline, Searcy, Sharp, St. Francis, Stone, Washington)",Annual,L48(N)CAN(N),,No,No,
CAEN4,,Canavalia ensiformis,jack bean,"USA+(PR, VI), USA(AL, AR, AZ, DC, FL, GA, IL, KS, MO, MS, OK, TX)",,"Annual, Perennial",L48(I)PR(I)VI(I),,,,
CASA3,,Cannabis sativa,marijuana,"CAN(MB, NB, NS, ON, QC, SK), USA+(PR), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Bradley, Franklin)",Annual,L48(I)HI(I)PR(I)CAN(I),"NE&GP, STATE, SWSS, WSWS",,,
CASAS3,,Cannabis sativa ssp. sativa,marijuana,"CAN(MB, NB, NS, ON, QC, SK), USA+(PR), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Bradley, Franklin)",Annual,L48(I)PR(I)CAN(I),,,,
CASAS9,,Cannabis sativa ssp. sativa var. sativa,marijuana,"CAN(MB, NB, NS, ON, QC, SK), USA+(PR), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Bradley, Franklin)",Annual,L48(I)PR(I)CAN(I),,,,
CAPA11,,Caperonia palustris,sacatrapo,"USA+(PR, VI), USA(AR, FL, LA, MS, TX)","AR(Arkansas, Chicot, Prairie)",Annual,L48(I)PR(N)VI(I),SWSS,,,
CABU2,,Capsella bursa-pastoris,shepherd's purse,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)","AR(Arkansas, Ashley, Baxter, Benton, Boone, Calhoun, Carroll, Chicot, Clark, Clay, Cleburne, Conway, Craighead, Crawford, Crittenden, Cross, Desha, Drew, Faulkner, Franklin, Fulton, Garland, Hot Spring, Howard, Independence, Jefferson, Johnson, Lawrence, Lee, Lincoln, Logan, Madison, Marion, Mississippi, Monroe, Nevada, Newton, Perry, Phillips, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Scott, Searcy, Sebastian, Sevier, St. Francis, Stone, Union, Washington, White, Woodruff, Yell)",Annual,L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I),"KY, N'EAST, NE&GP, STATE, SWSS, WSWS",,,
CAAN11,,Cardamine angustata,slender toothwort,"USA(AL, AR, DC, DE, GA, IN, KY, MD, MS, NC, NJ, OH, OK, PA, SC, TN, VA, WV)","AR(Howard, Montgomery, Polk)",Perennial,L48(N),,,,
CABU3,,Cardamine bulbosa,bulbous bittercress,"CAN(MB, ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)","AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Clark, Clay, Cleburne, Cleveland, Columbia, Craighead, Crawford, Crittenden, Dallas, Drew, Faulkner, Garland, Grant, Greene, Hempstead, Hot Spring, Independence, Lincoln, Mississippi, Montgomery, Nevada, Ouachita, Poinsett, Pope, Pulaski, Saline, St. Francis, Stone, Union, Van Buren, Washington, White, Yell)",Perennial,L48(N)CAN(N),,No,No,Low
CACO26,,Cardamine concatenata,cutleaf toothwort,"CAN(NB, ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, VT, WI, WV)","AR(Arkansas, Baxter, Benton, Boone, Carroll, Clark, Clay, Cleburne, Conway, Craighead, Crawford, Faulkner, Franklin, Garland, Greene, Hempstead, Hot Spring, Howard, Independence, Johnson, Lee, Logan, Madison, Marion, Miller, Montgomery, Newton, Perry, Poinsett, Polk, Pope, Pulaski, Randolph, Saline, Scott, Searcy, Sharp, St. Francis, Stone, Van Buren, Washington)",Perennial,L48(N)CAN(N),,,,
CADE14,,Cardamine debilis,roadside bittercress,"USA(AL, AR, CA, FL, IA, TX)",,Annual,L48(I),,,,
CADI10,,Cardamine diphylla,crinkleroot,"CAN(NB, NS, ON, PE, QC), USA(AL, AR, CT, DE, GA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, SC, TN, VA, VT, WI, WV)",,Perennial,L48(N)CAN(N),,,,
CADI28,,Cardamine dissecta,forkleaf toothwort,"USA(AL, AR, GA, IN, KY, MS, NC, OH, OK, SC, TN, VA, WV)",AR(Polk),Perennial,L48(N),,,,
CADO,,Cardamine douglassii,limestone bittercress,"CAN(ON), USA(AL, AR, CT, DC, IA, IL, IN, KY, MA, MD, MI, MN, MO, NC, NH, NJ, NY, OH, PA, TN, VA, WI, WV)",AR(Independence),Perennial,L48(N)CAN(N),,No,No,
CAFL14,,Cardamine flexuosa,woodland bittercress,"CAN(NF, ON), USA+(PR), USA(AL, AR, CA, CT, FL, GA, HI, IL, IN, KY, MA, MI, MO, NC, NE, NH, NY, OH, PA, SC, VA, WA, WV)",AR(Baxter),"Annual, Biennial, Perennial",L48(I)HI(I)PR(I)CAN(I),,,,
CAHI3,,Cardamine hirsuta,hairy bittercress,"CAN(BC, ON, QC), USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, HI, IL, IN, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NM, NY, OH, OK, OR, PA, SC, TN, TX, VA, WA, WV)","AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Carroll, Clark, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Dallas, Desha, Drew, Faulkner, Franklin, Garland, Greene, Hempstead, Howard, Independence, Izard, Jefferson, Johnson, Lawrence, Lee, Lincoln, Little River, Lonoke, Madison, Mississippi, Montgomery, Newton, Perry, Phillips, Pike, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Sebastian, Sevier, St. Francis, Stone, Union, Washington, White, Woodruff)",Annual,L48(I)HI(I)CAN(I),"KY, N'EAST",,,
CAPA12,,Cardamine parviflora,sand bittercress,"CAN(AB, BC, MB, NB, NS, ON, QC, SK), USA(AL, AR, AZ, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WA, WI, WV)","AR(Arkansas, Baxter, Benton, Boone, Bradley, Clay, Cleburne, Craighead, Crittenden, Cross, Faulkner, Franklin, Garland, Hempstead, Hot Spring, Independence, Jefferson, Lawrence, Little River, Logan, Lonoke, Madison, Miller, Mississippi, Montgomery, Pike, Poinsett, Pope, Pulaski, Randolph, Saline, Sebastian, St. Francis, Stone, Union, Washington, Yell)",Annual,L48(N)CAN(N),SWSS,,,
CAPAA2,,Cardamine parviflora var. arenicola,sand bittercress,"CAN(AB, BC, MB, NB, NS, ON, QC, SK), USA(AL, AR, AZ, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WA, WI, WV)","AR(Arkansas, Baxter, Benton, Boone, Bradley, Clay, Cleburne, Craighead, Crittenden, Cross, Faulkner, Franklin, Garland, Hempstead, Hot Spring, Independence, Jefferson, Lawrence, Little River, Logan, Lonoke, Madison, Miller, Mississippi, Montgomery, Pike, Poinsett, Pope, Pulaski, Randolph, Saline, Sebastian, St. Francis, Stone, Union, Washington, Yell)",Annual,L48(N)CAN(N),,,,
CAPE3,,Cardamine pensylvanica,Pennsylvania bittercress,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AL, AR, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Arkansas, Ashley, Bradley, Clark, Clay, Cleburne, Conway, Craighead, Drew, Faulkner, Franklin, Garland, Greene, Hempstead, Jefferson, Johnson, Lawrence, Lonoke, Monroe, Nevada, Ouachita, Pike, Polk, Pope, Pulaski, Sebastian, Sevier, Van Buren, Washington)","Annual, Perennial, Biennial",L48(N)AK(N)CAN(N)SPM(N),,No,No,Low
CAHA13,,Cardiospermum halicacabum,balloon vine,"USA+(PR, VI), USA(AL, AR, CT, DC, DE, FL, GA, HI, IL, IN, KS, KY, LA, MA, MI, MO, MS, NJ, NY, OH, OK, PA, SC, TN, TX, VA)","AR(Arkansas, Ashley, Chicot, Crawford, Crittenden, Desha, Drew, Faulkner, Hempstead, Jefferson, Lee, Lincoln, Miller, Mississippi, Phillips, Pope, Pulaski, St. Francis, Woodruff)","Annual, Perennial, Biennial",L48(I)HI(I)PR(N)VI(N),"KY, SEEPPC, STATE, SWSS",,,
CACR2,,Carduus crispus,curly plumeless thistle,"CAN(BC, NB, NS, ON, QC), USA(AR, CT, IA, IL, MA, MD, ME, MN, MO, ND, NJ, NY, OH, PA, RI, VA, VT, WV)",AR(Benton),Biennial,L48(I)CAN(I),STATE,,,
CANU4,,Carduus nutans,nodding plumeless thistle,"CAN(AB, BC, MB, NB, NF, NS, ON, QC, SK), USA(AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY)","AR(Ashley, Benton, Boone, Carroll, Izard, Lafayette, Madison, Miller, Mississippi, Stone, Washington)","Biennial, Perennial",L48(I)CAN(I),"KY, N'EAST, NE&GP, SEEPPC, STATE, SWSS, WI, WSWS",,,
CAPY2,,Carduus pycnocephalus,Italian plumeless thistle,"USA(AL, AR, CA, HI, ID, NY, OR, SC, TX, WA)",,Annual,L48(I)HI(I),"Cal-IPC, STATE, WSWS",,,
CACO17,,Castilleja coccinea,scarlet Indian paintbrush,"CAN(MB, NS, ON, SK), USA(AL, AR, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, WI, WV)","AR(Arkansas, Ashley, Benton, Boone, Carroll, Drew, Faulkner, Franklin, Izard, Lonoke, Newton, Ouachita, Pope, Prairie, Scott, Sebastian, Stone, Washington)",Annual,L48(N)CAN(N),,No,No,
CAIN13,,Castilleja indivisa,entireleaf Indian paintbrush,"USA(AR, LA, OK, TX)",AR(Crawford),Annual,L48(N),,,,
CATH2,,Caulophyllum thalictroides,blue cohosh,"CAN(MB, NB, NS, ON, QC), USA(AL, AR, CT, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV)","AR(Benton, Logan, Newton, Stone)",Perennial,L48(N)CAN(N),,No,Yes,Low
CAQU3,,Cayaponia quinqueloba,fivelobe cucumber,"USA(AL, AR, FL, GA, KY, LA, MO, MS, OK, SC, TN, TX)","AR(Ashley, Bradley, Desha, Faulkner, Jefferson, Pope, Pulaski)","Annual, Perennial",L48(N),,,,
CEAM2,,Centaurea americana,American star-thistle,"USA(AR, AZ, CT, IA, IL, KS, MO, NM, NY, OK, RI, SC, TX, WI)","AR(Benton, Dallas, Hempstead, Independence, Lafayette, Little River, Nevada, Pike, Sebastian, Union, Washington)",Annual,L48(N),,,,
CECY2,,Centaurea cyanus,garden cornflower,"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, YT), DEN(GL), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Ashley, Clay, Cleburne, Craighead, Crawford, Crittenden, Franklin, Garland, Hot Spring, Howard, Jefferson, Johnson, Lafayette, Lawrence, Lee, Mississippi, Monroe, Montgomery, Poinsett, Pope, Pulaski, Saline, Sebastian, St. Francis, Washington)",Annual,L48(I)HI(I)CAN(I)GL(I),"SEEPPC, SWSS, WSWS",,,
CEST8,,Centaurea stoebe,spotted knapweed,"CAN(AB, BC, NB, NS, ON, QC, YT), USA(AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY)","AR(Baxter, Benton, Carroll, Crawford, Franklin, Independence, Izard, Logan, Madison, Marion, Scott, Sharp, Washington)","Biennial, Perennial",L48(I)HI(I)CAN(I),,,,
CESTM,,Centaurea stoebe ssp. micranthos,spotted knapweed,"CAN(AB, BC, NB, NS, ON, QC, YT), USA(AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY)","AR(Baxter, Benton, Carroll, Crawford, Franklin, Independence, Izard, Logan, Madison, Marion, Scott, Sharp, Washington)","Perennial, Biennial",L48(I)HI(I)CAN(I),,,,
CETE2,,Centaurium texense,Lady Bird's centaury,"USA(AR, KS, MO, OK, TX)","AR(Baxter, Carroll, Izard)",Annual,L48(N),,,,
CEER2,,Centella erecta,erect centella,"USA+(PR), USA(AL, AR, DE, FL, GA, LA, MD, MS, NC, NJ, OH, OR, SC, TX, VA)",,Perennial,L48(N)PR(N),,,,
CEVI2,,Centrosema virginianum,spurred butterfly pea,"USA+(PR, VI), USA(AL, AR, DE, FL, GA, IL, KY, LA, MD, MO, MS, NC, NJ, OK, SC, TN, TX, VA)","AR(Ashley, Bradley, Calhoun, Clark, Columbia, Dallas, Faulkner, Hempstead, Izard, Jefferson, Lafayette, Little River, Miller, Nevada, Ouachita, Polk, Pulaski, Sevier, Union)",Perennial,L48(N)PR(N)VI(N),,,,
CEAR4,,Cerastium arvense,field chickweed,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY)",AR(Newton),Perennial,"L48(I,N)AK(N)CAN(NI)GL(N)SPM(N)",,,,
CEARS2,,Cerastium arvense ssp. strictum,field chickweed,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AR, AZ, CA, CO, CT, DC, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VT, WA, WI, WV, WY)",AR(Newton),Perennial,L48(N)AK(N)CAN(N)GL(N)SPM(N),,,,
CEBR2,,Cerastium brachypetalum,gray chickweed,"USA(AR, IL, IN, KS, KY, MO, MS, NC, NY, OH, OK, OR, SC, TN, TX, VA, WV)","AR(Baxter, Benton, Boone, Bradley, Greene, Searcy)",Annual,L48(I),,,,
CEBR3,,Cerastium brachypodum,shortstalk chickweed,"CAN(AB, MB, ON, SK), USA(AL, AR, AZ, CO, GA, IA, ID, IL, IN, KS, KY, LA, MN, MO, MS, MT, NC, ND, NE, NM, OK, OR, SC, SD, TN, TX, UT, VA, WA, WI, WY)","AR(Benton, Carroll, Cleburne, Crawford, Faulkner, Franklin, Garland, Independence, Logan, Marion, Perry, Pulaski, Sebastian, Washington, White)",Perennial,L48(N)CAN(N),,,,
CEDI7,,Cerastium diffusum,fourstamen chickweed,"USA(AR, IL, KY, MA, MO, MS, NE, TN)",AR(Sharp),Perennial,L48(I),,,,
CEDU2,,Cerastium dubium,doubtful chickweed,"USA(AR, ID, IL, KY, MS, OH, OR, TN, WA)",,Annual,L48(I),,,,
CEFO2,,Cerastium fontanum,common mouse-ear chickweed,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)","AR(Benton, Boone, Conway, Crawford, Desha, Faulkner, Franklin, Johnson, Logan, Madison, Mississippi, Nevada, Newton, Polk, Scott, St. Francis, Washington)","Biennial, Perennial",L48(I)AK(I)HI(I)CAN(I)GL(I?)SPM(I),KY,,,
CEFOV2,,Cerastium fontanum ssp. vulgare,big chickweed,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)","AR(Benton, Boone, Conway, Crawford, Desha, Faulkner, Franklin, Johnson, Logan, Madison, Mississippi, Nevada, Newton, Polk, Scott, St. Francis, Washington)","Biennial, Perennial",L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I),,,,
CEGL2,,Cerastium glomeratum,sticky chickweed,"CAN(BC, NF, NS, ON, QC, YT), USA(AK, AL, AR, CA, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, MT, NC, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, WA, WV, WY)","AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Chicot, Clark, Cleburne, Cleveland, Columbia, Conway, Craighead, Crawford, Crittenden, Cross, Dallas, Desha, Drew, Faulkner, Franklin, Garland, Grant, Greene, Hempstead, Hot Spring, Howard, Independence, Jefferson, Johnson, Lafayette, Lawrence, Lee, Lincoln, Little River, Logan, Lonoke, Madison, Miller, Nevada, Newton, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Sebastian, Sevier, St. Francis, Stone, Union, Washington, White, Woodruff, Yell)",Annual,L48(I)AK(I)CAN(I),,,,
CENU2,,Cerastium nutans,nodding chickweed,"CAN(AB, BC, MB, NT, ON, QC, SK, YT), USA(AL, AR, AZ, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NJ, NM, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Benton, Cleburne, Crawford, Faulkner, Independence, Madison, Saline, Washington, White)","Annual, Perennial",L48(N)CAN(N),,,,
CENUN,,Cerastium nutans var. nutans,nodding chickweed,"CAN(AB, BC, MB, NT, ON, QC, SK, YT), USA(AL, AR, AZ, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NJ, NM, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Benton, Cleburne, Crawford, Faulkner, Independence, Madison, Saline, Washington, White)","Perennial, AN",L48(N)CAN(N),,,,
CEPU4,,Cerastium pumilum,European chickweed,"CAN(BC, NB, NS, ON), USA(AR, CT, IL, IN, KS, KY, MA, MD, ME, MI, MO, NC, NE, NJ, NY, OH, PA, SC, TN, TX, VA, WV)",,Annual,L48(I)CAN(I),,,,
CESE4,,Cerastium semidecandrum,fivestamen chickweed,"CAN(BC, NB, NS, ON), USA(AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MI, MO, NC, NE, NJ, NY, OH, OR, PA, RI, SC, TN, TX, VA, WA, WI, WV)","AR(Ashley, Columbia, Craighead, Independence)",Annual,L48(I)CAN(I),,,,
CEDE4,,Ceratophyllum demersum,coon's tail,"CAN(AB, BC, MB, NB, NS, NT, NU, ON, PE, QC, SK, YT), USA+(PR, VI), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Arkansas, Ashley, Benton, Crittenden, Drew, Faulkner, Fulton, Hempstead, Independence, Izard, Jefferson, Lee, Mississippi, Newton, Ouachita, Poinsett, Pope, Prairie, St. Francis)",Perennial,L48(N)AK(N)HI(I)PR(N)VI(N)CAN(N),,No,No,
CEEC2,,Ceratophyllum echinatum,spineless hornwort,"CAN(BC, MB, NB, NS, ON, QC), USA(AL, AR, CT, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WA, WI, WV)","AR(Ashley, Hempstead)",Perennial,L48(N)CAN(N),,,,
